((-9+4x)+-9)=x,x=6,(= (+ (+ (-9) (* (4) (x))) (-9)) (x)),(= (x) (6))
((1+x)+8)=4x,x=3,(= (+ (+ (1) (x)) (8)) (* (4) (x))),(= (x) (3))
((-4+x)+0)=-7x,x=1/2,(= (+ (+ (-4) (x)) (0)) (* (-7) (x))),(= (x) (/ (1) (2)))
((7+-4x)+4)=8x,x=11/12,(= (+ (+ (7) (* (-4) (x))) (4)) (* (8) (x))),(= (x) (/ (11) (12)))
((4+5x)+-1)=-9x,x=-3/14,(= (+ (+ (4) (* (5) (x))) (-1)) (* (-9) (x))),(= (x) (/ (-3) (14)))
((-2+0)+0)=-7x,x=2/7,(= (+ (+ (-2) (0)) (0)) (* (-7) (x))),(= (x) (/ (2) (7)))
((0+-8x)+-9)=9x,x=-9/17,(= (+ (+ (0) (* (-8) (x))) (-9)) (* (9) (x))),(= (x) (/ (-9) (17)))
((7+8x)+8)=-3x,x=-15/11,(= (+ (+ (7) (* (8) (x))) (8)) (* (-3) (x))),(= (x) (/ (-15) (11)))
((6+-7x)+1)=x,x=7/8,(= (+ (+ (6) (* (-7) (x))) (1)) (x)),(= (x) (/ (7) (8)))
((0+8x)+-3)=-7x,x=1/5,(= (+ (+ (0) (* (8) (x))) (-3)) (* (-7) (x))),(= (x) (/ (1) (5)))
((-7+-6x)+8)=6x,x=1/12,(= (+ (+ (-7) (* (-6) (x))) (8)) (* (6) (x))),(= (x) (/ (1) (12)))
((-1+4x)+-9)=-3x,x=10/7,(= (+ (+ (-1) (* (4) (x))) (-9)) (* (-3) (x))),(= (x) (/ (10) (7)))
((3+-3x)+0)=7x,x=3/10,(= (+ (+ (3) (* (-3) (x))) (0)) (* (7) (x))),(= (x) (/ (3) (10)))
((-6+-3x)+-2)=-9x,x=4/3,(= (+ (+ (-6) (* (-3) (x))) (-2)) (* (-9) (x))),(= (x) (/ (4) (3)))
((3+5x)+-5)=6x,x=-2,(= (+ (+ (3) (* (5) (x))) (-5)) (* (6) (x))),(= (x) (-2))
((-2+2x)+2)=7x,x=0,(= (+ (+ (-2) (* (2) (x))) (2)) (* (7) (x))),(= (x) (0))
((2+5x)+-9)=8x,x=-7/3,(= (+ (+ (2) (* (5) (x))) (-9)) (* (8) (x))),(= (x) (/ (-7) (3)))
((-4+-8x)+-1)=0,x=-5/8,(= (+ (+ (-4) (* (-8) (x))) (-1)) (0)),(= (x) (/ (-5) (8)))
((2+-9x)+-4)=-8x,x=-2,(= (+ (+ (2) (* (-9) (x))) (-4)) (* (-8) (x))),(= (x) (-2))
((-1+-7x)+7)=-1x,x=1,(= (+ (+ (-1) (* (-7) (x))) (7)) (* (-1) (x))),(= (x) (1))
((-6+-6x)+-1)=7x,x=-7/13,(= (+ (+ (-6) (* (-6) (x))) (-1)) (* (7) (x))),(= (x) (/ (-7) (13)))
((-5+6x)+5)=2x,x=0,(= (+ (+ (-5) (* (6) (x))) (5)) (* (2) (x))),(= (x) (0))
((-7+6x)+1)=-1x,x=6/7,(= (+ (+ (-7) (* (6) (x))) (1)) (* (-1) (x))),(= (x) (/ (6) (7)))
((4+6x)+4)=-6x,x=-2/3,(= (+ (+ (4) (* (6) (x))) (4)) (* (-6) (x))),(= (x) (/ (-2) (3)))
((4+5x)+7)=7x,x=11/2,(= (+ (+ (4) (* (5) (x))) (7)) (* (7) (x))),(= (x) (/ (11) (2)))
((5+0)+-1)=6x,x=2/3,(= (+ (+ (5) (0)) (-1)) (* (6) (x))),(= (x) (/ (2) (3)))
((3+-3x)+-9)=-2x,x=-6,(= (+ (+ (3) (* (-3) (x))) (-9)) (* (-2) (x))),(= (x) (-6))
((7+-3x)+5)=-1x,x=6,(= (+ (+ (7) (* (-3) (x))) (5)) (* (-1) (x))),(= (x) (6))
((1+9x)+-9)=-4x,x=8/13,(= (+ (+ (1) (* (9) (x))) (-9)) (* (-4) (x))),(= (x) (/ (8) (13)))
((2+2x)+-2)=-3x,x=0,(= (+ (+ (2) (* (2) (x))) (-2)) (* (-3) (x))),(= (x) (0))
((1+-5x)+9)=-7x,x=-5,(= (+ (+ (1) (* (-5) (x))) (9)) (* (-7) (x))),(= (x) (-5))
((-5+2x)+-5)=7x,x=-2,(= (+ (+ (-5) (* (2) (x))) (-5)) (* (7) (x))),(= (x) (-2))
((-7+-7x)+-9)=7x,x=-8/7,(= (+ (+ (-7) (* (-7) (x))) (-9)) (* (7) (x))),(= (x) (/ (-8) (7)))
((6+-2x)+3)=-5x,x=-3,(= (+ (+ (6) (* (-2) (x))) (3)) (* (-5) (x))),(= (x) (-3))
((9+9x)+-1)=-1x,x=-4/5,(= (+ (+ (9) (* (9) (x))) (-1)) (* (-1) (x))),(= (x) (/ (-4) (5)))
((7+5x)+-5)=x,x=-1/2,(= (+ (+ (7) (* (5) (x))) (-5)) (x)),(= (x) (/ (-1) (2)))
((9+5x)+-9)=0,x=0,(= (+ (+ (9) (* (5) (x))) (-9)) (0)),(= (x) (0))
((8+2x)+5)=-5x,x=-13/7,(= (+ (+ (8) (* (2) (x))) (5)) (* (-5) (x))),(= (x) (/ (-13) (7)))
((6+9x)+0)=3x,x=-1,(= (+ (+ (6) (* (9) (x))) (0)) (* (3) (x))),(= (x) (-1))
((-4+3x)+-8)=-1x,x=3,(= (+ (+ (-4) (* (3) (x))) (-8)) (* (-1) (x))),(= (x) (3))
((-4+-8x)+-4)=-9x,x=8,(= (+ (+ (-4) (* (-8) (x))) (-4)) (* (-9) (x))),(= (x) (8))
((7+9x)+-7)=-6x,x=0,(= (+ (+ (7) (* (9) (x))) (-7)) (* (-6) (x))),(= (x) (0))
((0+8x)+0)=x,x=0,(= (+ (+ (0) (* (8) (x))) (0)) (x)),(= (x) (0))
((0+-2x)+-1)=-3x,x=1,(= (+ (+ (0) (* (-2) (x))) (-1)) (* (-3) (x))),(= (x) (1))
((7+-2x)+-1)=-9x,x=-6/7,(= (+ (+ (7) (* (-2) (x))) (-1)) (* (-9) (x))),(= (x) (/ (-6) (7)))
((0+2x)+7)=-8x,x=-7/10,(= (+ (+ (0) (* (2) (x))) (7)) (* (-8) (x))),(= (x) (/ (-7) (10)))
((3+8x)+-5)=6x,x=1,(= (+ (+ (3) (* (8) (x))) (-5)) (* (6) (x))),(= (x) (1))
((8+-3x)+4)=9x,x=1,(= (+ (+ (8) (* (-3) (x))) (4)) (* (9) (x))),(= (x) (1))
((-5+-1x)+-7)=8x,x=-4/3,(= (+ (+ (-5) (* (-1) (x))) (-7)) (* (8) (x))),(= (x) (/ (-4) (3)))
((5+8x)+-2)=x,x=-3/7,(= (+ (+ (5) (* (8) (x))) (-2)) (x)),(= (x) (/ (-3) (7)))
((-3+-8x)+-9)=0,x=-3/2,(= (+ (+ (-3) (* (-8) (x))) (-9)) (0)),(= (x) (/ (-3) (2)))
((-8+-5x)+1)=-3x,x=-7/2,(= (+ (+ (-8) (* (-5) (x))) (1)) (* (-3) (x))),(= (x) (/ (-7) (2)))
(3+6x)=(-7x+8),x=5/13,(= (+ (3) (* (6) (x))) (+ (* (-7) (x)) (8))),(= (x) (/ (5) (13)))
(-3+x)=(4x+3),x=-2,(= (+ (-3) (x)) (+ (* (4) (x)) (3))),(= (x) (-2))
(-1+-1x)=(-6x+-4),x=-3/5,(= (+ (-1) (* (-1) (x))) (+ (* (-6) (x)) (-4))),(= (x) (/ (-3) (5)))
(-3+-2x)=(8x+1),x=-2/5,(= (+ (-3) (* (-2) (x))) (+ (* (8) (x)) (1))),(= (x) (/ (-2) (5)))
(-4+-8x)=(6x+3),x=-1/2,(= (+ (-4) (* (-8) (x))) (+ (* (6) (x)) (3))),(= (x) (/ (-1) (2)))
(-4+-3x)=(9x+-8),x=1/3,(= (+ (-4) (* (-3) (x))) (+ (* (9) (x)) (-8))),(= (x) (/ (1) (3)))
(-8+8x)=(-6x+-9),x=-1/14,(= (+ (-8) (* (8) (x))) (+ (* (-6) (x)) (-9))),(= (x) (/ (-1) (14)))
(-3+x)=(9x+4),x=-7/8,(= (+ (-3) (x)) (+ (* (9) (x)) (4))),(= (x) (/ (-7) (8)))
(3+3x)=(-3x+3),x=0,(= (+ (3) (* (3) (x))) (+ (* (-3) (x)) (3))),(= (x) (0))
(-3+-8x)=(-9x+-5),x=-2,(= (+ (-3) (* (-8) (x))) (+ (* (-9) (x)) (-5))),(= (x) (-2))
(-7+-5x)=(0+-8),x=1/5,(= (+ (-7) (* (-5) (x))) (+ (0) (-8))),(= (x) (/ (1) (5)))
(4+-9x)=(x+-6),x=1,(= (+ (4) (* (-9) (x))) (+ (x) (-6))),(= (x) (1))
(6+5x)=(3x+3),x=-3/2,(= (+ (6) (* (5) (x))) (+ (* (3) (x)) (3))),(= (x) (/ (-3) (2)))
(9+-7x)=(9x+-7),x=1,(= (+ (9) (* (-7) (x))) (+ (* (9) (x)) (-7))),(= (x) (1))
(9+5x)=(6x+-2),x=11,(= (+ (9) (* (5) (x))) (+ (* (6) (x)) (-2))),(= (x) (11))
(-9+-9x)=(-6x+8),x=-17/3,(= (+ (-9) (* (-9) (x))) (+ (* (-6) (x)) (8))),(= (x) (/ (-17) (3)))
(-5+9x)=(-4x+8),x=1,(= (+ (-5) (* (9) (x))) (+ (* (-4) (x)) (8))),(= (x) (1))
(-3+3x)=(-5x+4),x=7/8,(= (+ (-3) (* (3) (x))) (+ (* (-5) (x)) (4))),(= (x) (/ (7) (8)))
(-4+-2x)=(5x+0),x=-4/7,(= (+ (-4) (* (-2) (x))) (+ (* (5) (x)) (0))),(= (x) (/ (-4) (7)))
(-9+8x)=(-3x+-6),x=3/11,(= (+ (-9) (* (8) (x))) (+ (* (-3) (x)) (-6))),(= (x) (/ (3) (11)))
(4+0)=(-1x+3),x=-1,(= (+ (4) (0)) (+ (* (-1) (x)) (3))),(= (x) (-1))
(4+0)=(9x+7),x=-1/3,(= (+ (4) (0)) (+ (* (9) (x)) (7))),(= (x) (/ (-1) (3)))
(-7+3x)=(-4x+-1),x=6/7,(= (+ (-7) (* (3) (x))) (+ (* (-4) (x)) (-1))),(= (x) (/ (6) (7)))
(4+-2x)=(3x+9),x=-1,(= (+ (4) (* (-2) (x))) (+ (* (3) (x)) (9))),(= (x) (-1))
(5+7x)=(3x+0),x=-5/4,(= (+ (5) (* (7) (x))) (+ (* (3) (x)) (0))),(= (x) (/ (-5) (4)))
(7+9x)=(-6x+3),x=-4/15,(= (+ (7) (* (9) (x))) (+ (* (-6) (x)) (3))),(= (x) (/ (-4) (15)))
(-5+-2x)=(-7x+-7),x=-2/5,(= (+ (-5) (* (-2) (x))) (+ (* (-7) (x)) (-7))),(= (x) (/ (-2) (5)))
(-3+2x)=(5x+-9),x=2,(= (+ (-3) (* (2) (x))) (+ (* (5) (x)) (-9))),(= (x) (2))
(2+7x)=(-2x+-9),x=-11/9,(= (+ (2) (* (7) (x))) (+ (* (-2) (x)) (-9))),(= (x) (/ (-11) (9)))
(7+-7x)=(2x+5),x=2/9,(= (+ (7) (* (-7) (x))) (+ (* (2) (x)) (5))),(= (x) (/ (2) (9)))
(-3+9x)=(4x+-6),x=-3/5,(= (+ (-3) (* (9) (x))) (+ (* (4) (x)) (-6))),(= (x) (/ (-3) (5)))
(-9+7x)=(-2x+-4),x=5/9,(= (+ (-9) (* (7) (x))) (+ (* (-2) (x)) (-4))),(= (x) (/ (5) (9)))
(6+-3x)=(3x+-4),x=5/3,(= (+ (6) (* (-3) (x))) (+ (* (3) (x)) (-4))),(= (x) (/ (5) (3)))
(-7+-3x)=(x+-9),x=1/2,(= (+ (-7) (* (-3) (x))) (+ (x) (-9))),(= (x) (/ (1) (2)))
(-6+6x)=(9x+2),x=-8/3,(= (+ (-6) (* (6) (x))) (+ (* (9) (x)) (2))),(= (x) (/ (-8) (3)))
(1+-7x)=(-3x+7),x=-3/2,(= (+ (1) (* (-7) (x))) (+ (* (-3) (x)) (7))),(= (x) (/ (-3) (2)))
(-3+-9x)=(7x+-7),x=1/4,(= (+ (-3) (* (-9) (x))) (+ (* (7) (x)) (-7))),(= (x) (/ (1) (4)))
(2+-6x)=(0+-9),x=11/6,(= (+ (2) (* (-6) (x))) (+ (0) (-9))),(= (x) (/ (11) (6)))
(-1+3x)=(4x+7),x=-8,(= (+ (-1) (* (3) (x))) (+ (* (4) (x)) (7))),(= (x) (-8))
(-6+7x)=(-3x+-6),x=0,(= (+ (-6) (* (7) (x))) (+ (* (-3) (x)) (-6))),(= (x) (0))
(-9+0)=(9x+-9),x=0,(= (+ (-9) (0)) (+ (* (9) (x)) (-9))),(= (x) (0))
(-2+-9x)=(9x+5),x=-7/18,(= (+ (-2) (* (-9) (x))) (+ (* (9) (x)) (5))),(= (x) (/ (-7) (18)))
(-3+6x)=(-6x+9),x=1,(= (+ (-3) (* (6) (x))) (+ (* (-6) (x)) (9))),(= (x) (1))
(-8+4x)=(-8x+2),x=5/6,(= (+ (-8) (* (4) (x))) (+ (* (-8) (x)) (2))),(= (x) (/ (5) (6)))
(0+8x)=(x+-1),x=-1/7,(= (+ (0) (* (8) (x))) (+ (x) (-1))),(= (x) (/ (-1) (7)))
(1+8x)=(-5x+-7),x=-8/13,(= (+ (1) (* (8) (x))) (+ (* (-5) (x)) (-7))),(= (x) (/ (-8) (13)))
(-3+-3x)=(6x+9),x=-4/3,(= (+ (-3) (* (-3) (x))) (+ (* (6) (x)) (9))),(= (x) (/ (-4) (3)))
(5+-1x)=(9x+7),x=-1/5,(= (+ (5) (* (-1) (x))) (+ (* (9) (x)) (7))),(= (x) (/ (-1) (5)))
(-3+2x)=(-9x+-3),x=0,(= (+ (-3) (* (2) (x))) (+ (* (-9) (x)) (-3))),(= (x) (0))
(-2+0)=(8x+-7),x=5/8,(= (+ (-2) (0)) (+ (* (8) (x)) (-7))),(= (x) (/ (5) (8)))
(-8+x)=(-3x+-2),x=3/2,(= (+ (-8) (x)) (+ (* (-3) (x)) (-2))),(= (x) (/ (3) (2)))
(-2+-8x)=(3x+4),x=-6/11,(= (+ (-2) (* (-8) (x))) (+ (* (3) (x)) (4))),(= (x) (/ (-6) (11)))
(-2+-5x)=(0+8),x=-2,(= (+ (-2) (* (-5) (x))) (+ (0) (8))),(= (x) (-2))
(-8+5x)=(8x+2),x=-10/3,(= (+ (-8) (* (5) (x))) (+ (* (8) (x)) (2))),(= (x) (/ (-10) (3)))
(1+-1x)=(-9x+6),x=5/8,(= (+ (1) (* (-1) (x))) (+ (* (-9) (x)) (6))),(= (x) (/ (5) (8)))
(-7+-3x)=(-2x+-4),x=-3,(= (+ (-7) (* (-3) (x))) (+ (* (-2) (x)) (-4))),(= (x) (-3))
(0+-8x)=(-6x+-8),x=4,(= (+ (0) (* (-8) (x))) (+ (* (-6) (x)) (-8))),(= (x) (4))
(8+-5x)=(-3x+0),x=4,(= (+ (8) (* (-5) (x))) (+ (* (-3) (x)) (0))),(= (x) (4))
(9+-5x)=(3x+7),x=1/4,(= (+ (9) (* (-5) (x))) (+ (* (3) (x)) (7))),(= (x) (/ (1) (4)))
(-6+-4x)=(4x+-2),x=-1/2,(= (+ (-6) (* (-4) (x))) (+ (* (4) (x)) (-2))),(= (x) (/ (-1) (2)))
(0+9x)=(0+2),x=2/9,(= (+ (0) (* (9) (x))) (+ (0) (2))),(= (x) (/ (2) (9)))
(-8+-6x)=(2x+6),x=-7/4,(= (+ (-8) (* (-6) (x))) (+ (* (2) (x)) (6))),(= (x) (/ (-7) (4)))
(7+8x)=(2x+7),x=0,(= (+ (7) (* (8) (x))) (+ (* (2) (x)) (7))),(= (x) (0))
(-7+8x)=(-7x+4),x=11/15,(= (+ (-7) (* (8) (x))) (+ (* (-7) (x)) (4))),(= (x) (/ (11) (15)))
(-4+4x)=(2x+-4),x=0,(= (+ (-4) (* (4) (x))) (+ (* (2) (x)) (-4))),(= (x) (0))
(-4+-8x)=(3x+-2),x=-2/11,(= (+ (-4) (* (-8) (x))) (+ (* (3) (x)) (-2))),(= (x) (/ (-2) (11)))
(-6+x)=(9x+1),x=-7/8,(= (+ (-6) (x)) (+ (* (9) (x)) (1))),(= (x) (/ (-7) (8)))
(-6+-1x)=(7x+3),x=-9/8,(= (+ (-6) (* (-1) (x))) (+ (* (7) (x)) (3))),(= (x) (/ (-9) (8)))
(-7+7x)=(0+-8),x=-1/7,(= (+ (-7) (* (7) (x))) (+ (0) (-8))),(= (x) (/ (-1) (7)))
(-2+6x)=(2x+9),x=11/4,(= (+ (-2) (* (6) (x))) (+ (* (2) (x)) (9))),(= (x) (/ (11) (4)))
(2+-7x)=(4x+-6),x=8/11,(= (+ (2) (* (-7) (x))) (+ (* (4) (x)) (-6))),(= (x) (/ (8) (11)))
(3+-6x)=(-2x+4),x=-1/4,(= (+ (3) (* (-6) (x))) (+ (* (-2) (x)) (4))),(= (x) (/ (-1) (4)))
(5+-1x)=(8x+1),x=4/9,(= (+ (5) (* (-1) (x))) (+ (* (8) (x)) (1))),(= (x) (/ (4) (9)))
(-6+-8x)=(9x+8),x=-14/17,(= (+ (-6) (* (-8) (x))) (+ (* (9) (x)) (8))),(= (x) (/ (-14) (17)))
(-5+8x)=(-2x+8),x=13/10,(= (+ (-5) (* (8) (x))) (+ (* (-2) (x)) (8))),(= (x) (/ (13) (10)))
(-3+-6x)=(2x+-8),x=5/8,(= (+ (-3) (* (-6) (x))) (+ (* (2) (x)) (-8))),(= (x) (/ (5) (8)))
(-6+4x)=(8x+6),x=-3,(= (+ (-6) (* (4) (x))) (+ (* (8) (x)) (6))),(= (x) (-3))
(-7+2x)=(4x+-3),x=-2,(= (+ (-7) (* (2) (x))) (+ (* (4) (x)) (-3))),(= (x) (-2))
(5+-7x)=(-2x+5),x=0,(= (+ (5) (* (-7) (x))) (+ (* (-2) (x)) (5))),(= (x) (0))
(-9+2x)=(-9x+-5),x=4/11,(= (+ (-9) (* (2) (x))) (+ (* (-9) (x)) (-5))),(= (x) (/ (4) (11)))
8x=-7,x=-7/8,(= (* (8) (x)) (-7)),(= (x) (/ (-7) (8)))
9x=7,x=7/9,(= (* (9) (x)) (7)),(= (x) (/ (7) (9)))
-3x=-6,x=2,(= (* (-3) (x)) (-6)),(= (x) (2))
-2x=9,x=-9/2,(= (* (-2) (x)) (9)),(= (x) (/ (-9) (2)))
-5x=-9,x=9/5,(= (* (-5) (x)) (-9)),(= (x) (/ (9) (5)))
9x=5,x=5/9,(= (* (9) (x)) (5)),(= (x) (/ (5) (9)))
9x=-4,x=-4/9,(= (* (9) (x)) (-4)),(= (x) (/ (-4) (9)))
7x=-9,x=-9/7,(= (* (7) (x)) (-9)),(= (x) (/ (-9) (7)))
3x=8,x=8/3,(= (* (3) (x)) (8)),(= (x) (/ (8) (3)))
-1x=-4,x=4,(= (* (-1) (x)) (-4)),(= (x) (4))
5x=-9,x=-9/5,(= (* (5) (x)) (-9)),(= (x) (/ (-9) (5)))
8x=3,x=3/8,(= (* (8) (x)) (3)),(= (x) (/ (3) (8)))
2x=1,x=1/2,(= (* (2) (x)) (1)),(= (x) (/ (1) (2)))
-3x=2,x=-2/3,(= (* (-3) (x)) (2)),(= (x) (/ (-2) (3)))
-5x=6,x=-6/5,(= (* (-5) (x)) (6)),(= (x) (/ (-6) (5)))
5x=-5,x=-1,(= (* (5) (x)) (-5)),(= (x) (-1))
4x=-1,x=-1/4,(= (* (4) (x)) (-1)),(= (x) (/ (-1) (4)))
-9x=-6,x=2/3,(= (* (-9) (x)) (-6)),(= (x) (/ (2) (3)))
2x=8,x=4,(= (* (2) (x)) (8)),(= (x) (4))
4x=6,x=3/2,(= (* (4) (x)) (6)),(= (x) (/ (3) (2)))
4x=5,x=5/4,(= (* (4) (x)) (5)),(= (x) (/ (5) (4)))
-9x=-3,x=1/3,(= (* (-9) (x)) (-3)),(= (x) (/ (1) (3)))
7x=-8,x=-8/7,(= (* (7) (x)) (-8)),(= (x) (/ (-8) (7)))
5x=-6,x=-6/5,(= (* (5) (x)) (-6)),(= (x) (/ (-6) (5)))
-8x=-3,x=3/8,(= (* (-8) (x)) (-3)),(= (x) (/ (3) (8)))
-3x=7,x=-7/3,(= (* (-3) (x)) (7)),(= (x) (/ (-7) (3)))
-1x=-8,x=8,(= (* (-1) (x)) (-8)),(= (x) (8))
2x=5,x=5/2,(= (* (2) (x)) (5)),(= (x) (/ (5) (2)))
-4x=5,x=-5/4,(= (* (-4) (x)) (5)),(= (x) (/ (-5) (4)))
-4x=0,x=0,(= (* (-4) (x)) (0)),(= (x) (0))
2x=-4,x=-2,(= (* (2) (x)) (-4)),(= (x) (-2))
-7x=8,x=-8/7,(= (* (-7) (x)) (8)),(= (x) (/ (-8) (7)))
-2x=6,x=-3,(= (* (-2) (x)) (6)),(= (x) (-3))
9x=6,x=2/3,(= (* (9) (x)) (6)),(= (x) (/ (2) (3)))
7x=-5,x=-5/7,(= (* (7) (x)) (-5)),(= (x) (/ (-5) (7)))
4x=8,x=2,(= (* (4) (x)) (8)),(= (x) (2))
x=-9,x=-9,(= (x) (-9)),(= (x) (-9))
-5x=-1,x=1/5,(= (* (-5) (x)) (-1)),(= (x) (/ (1) (5)))
5x=3,x=3/5,(= (* (5) (x)) (3)),(= (x) (/ (3) (5)))
-8x=-6,x=3/4,(= (* (-8) (x)) (-6)),(= (x) (/ (3) (4)))
-6x=3,x=-1/2,(= (* (-6) (x)) (3)),(= (x) (/ (-1) (2)))
5x=2,x=2/5,(= (* (5) (x)) (2)),(= (x) (/ (2) (5)))
3x=0,x=0,(= (* (3) (x)) (0)),(= (x) (0))
-3x=6,x=-2,(= (* (-3) (x)) (6)),(= (x) (-2))
6x=8,x=4/3,(= (* (6) (x)) (8)),(= (x) (/ (4) (3)))
-6x=6,x=-1,(= (* (-6) (x)) (6)),(= (x) (-1))
-2x=1,x=-1/2,(= (* (-2) (x)) (1)),(= (x) (/ (-1) (2)))
4x=2,x=1/2,(= (* (4) (x)) (2)),(= (x) (/ (1) (2)))
4x=3,x=3/4,(= (* (4) (x)) (3)),(= (x) (/ (3) (4)))
-3x=3,x=-1,(= (* (-3) (x)) (3)),(= (x) (-1))
-7x=-1,x=1/7,(= (* (-7) (x)) (-1)),(= (x) (/ (1) (7)))
-5x=3,x=-3/5,(= (* (-5) (x)) (3)),(= (x) (/ (-3) (5)))
-1x=5,x=-5,(= (* (-1) (x)) (5)),(= (x) (-5))
-8x=-7,x=7/8,(= (* (-8) (x)) (-7)),(= (x) (/ (7) (8)))
x=6,x=6,(= (x) (6)),(= (x) (6))
7x=0,x=0,(= (* (7) (x)) (0)),(= (x) (0))
7x=5,x=5/7,(= (* (7) (x)) (5)),(= (x) (/ (5) (7)))
-1x=-1,x=1,(= (* (-1) (x)) (-1)),(= (x) (1))
9x=-7,x=-7/9,(= (* (9) (x)) (-7)),(= (x) (/ (-7) (9)))
4x=1,x=1/4,(= (* (4) (x)) (1)),(= (x) (/ (1) (4)))
-5x=0,x=0,(= (* (-5) (x)) (0)),(= (x) (0))
2x=-5,x=-5/2,(= (* (2) (x)) (-5)),(= (x) (/ (-5) (2)))
7x=7,x=1,(= (* (7) (x)) (7)),(= (x) (1))
-4x=6,x=-3/2,(= (* (-4) (x)) (6)),(= (x) (/ (-3) (2)))
-8x=0,x=0,(= (* (-8) (x)) (0)),(= (x) (0))
5x=8,x=8/5,(= (* (5) (x)) (8)),(= (x) (/ (8) (5)))
x=-6,x=-6,(= (x) (-6)),(= (x) (-6))
-6x=-5,x=5/6,(= (* (-6) (x)) (-5)),(= (x) (/ (5) (6)))
-7x=-4,x=4/7,(= (* (-7) (x)) (-4)),(= (x) (/ (4) (7)))
3x=5,x=5/3,(= (* (3) (x)) (5)),(= (x) (/ (5) (3)))
6x=3,x=1/2,(= (* (6) (x)) (3)),(= (x) (/ (1) (2)))
-2x=4,x=-2,(= (* (-2) (x)) (4)),(= (x) (-2))
-7x=4,x=-4/7,(= (* (-7) (x)) (4)),(= (x) (/ (-4) (7)))
9x=8,x=8/9,(= (* (9) (x)) (8)),(= (x) (/ (8) (9)))
